,created_on,message,Annotation,sentiment_12h_database,player,Annotation_converted,vader_sentiment,vader_positive,vader_negative,vader_neutral,vader_compound
1219,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,ryan palmer,positive,positive,0.3,0.0,0.7,0.7184
1220,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,phil mickelson,positive,positive,0.3,0.0,0.7,0.7184
1221,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,rory mcilroy,positive,positive,0.3,0.0,0.7,0.7184
1222,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,neutral,charles howell,positive,positive,0.3,0.0,0.7,0.7184
1223,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,jason day,positive,positive,0.3,0.0,0.7,0.7184
1224,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,neutral,alex cejka,positive,positive,0.3,0.0,0.7,0.7184
1225,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,dustin johnson,positive,positive,0.3,0.0,0.7,0.7184
1226,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,adam scott,positive,positive,0.3,0.0,0.7,0.7184
1227,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,jordan spieth,positive,positive,0.3,0.0,0.7,0.7184
1228,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,rickie fowler,positive,positive,0.3,0.0,0.7,0.7184
1229,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,patrick reed,positive,positive,0.3,0.0,0.7,0.7184
1230,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,neutral,bubba watson,positive,positive,0.3,0.0,0.7,0.7184
1231,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,gary woodland,positive,positive,0.3,0.0,0.7,0.7184
1232,33:27.1,Like Charley Hoffman at 119/1 in the @DBChampionship. Hoffman finished strongly yesterday and has a win and third place at this tournament,1,positive,charley hoffman,positive,positive,0.318,0.0,0.682,0.8126
1233,34:20.2,"I have to take Grillo again this week, at 50's. The kid just keeps improving!",1,positive,emiliano grillo,positive,positive,0.192,0.0,0.808,0.4753
1234,14:45.1,Lipsky &amp; Canizares in Switzerland and Reed and Woodland in the US for me this week. #golf #betting #tips,1,positive,gary woodland,positive,neutral,0.0,0.0,1.0,0.0
1235,14:45.1,Lipsky &amp; Canizares in Switzerland and Reed and Woodland in the US for me this week. #golf #betting #tips,1,positive,patrick reed,positive,neutral,0.0,0.0,1.0,0.0
1236,22:02.0,Brooks Koepka at 8700 probably the highest owned this week,1,positive,tony finau,positive,neutral,0.0,0.0,1.0,0.0
1237,22:02.0,Brooks Koepka at 8700 probably the highest owned this week,1,positive,brooks koepka,positive,neutral,0.0,0.0,1.0,0.0
1238,17:14.0,Two cheap guys I think will do well: Summerhays and Hadwin. I really like Hadwin this week. #dfs #DBChampionship,1,positive,daniel summerhays,positive,positive,0.219,0.156,0.625,0.101
1239,17:14.0,Two cheap guys I think will do well: Summerhays and Hadwin. I really like Hadwin this week. #dfs #DBChampionship,1,positive,adam hadwin,positive,positive,0.219,0.156,0.625,0.101
1240,17:14.0,Two cheap guys I think will do well: Summerhays and Hadwin. I really like Hadwin this week. #dfs #DBChampionship,1,negative,branden grace,positive,positive,0.219,0.156,0.625,0.101
1241,00:01.3,"If I'm Mr Mustachio (Wagner) this week has to be the most stressful of the year.. 69th in FECR, top 70 move on to 2 no cut events",1,positive,johnson wagner,positive,negative,0.055,0.246,0.699,-0.7425
1242,02:54.7,TPC Boston is taxing on the mental game. Consider this when making your selections this week. :),11,positive,jordan spieth,neutral,negative,0.14,0.163,0.698,-0.128
1243,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,alex cejka,positive,positive,0.343,0.0,0.657,0.8343
1244,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,adam hadwin,positive,positive,0.343,0.0,0.657,0.8343
1245,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,jim herman,positive,positive,0.343,0.0,0.657,0.8343
1246,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,john huh,positive,positive,0.343,0.0,0.657,0.8343
1247,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,jason kokrak,positive,positive,0.343,0.0,0.657,0.8343
1248,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,jamie lovemark,positive,positive,0.343,0.0,0.657,0.8343
1249,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,ben martin,positive,positive,0.343,0.0,0.657,0.8343
1250,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,phil mickelson,positive,positive,0.343,0.0,0.657,0.8343
1251,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,charl schwartzel,positive,positive,0.343,0.0,0.657,0.8343
1252,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,vijay singh,positive,positive,0.343,0.0,0.657,0.8343
1253,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,daniel summerhays,positive,positive,0.343,0.0,0.657,0.8343
1254,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,hudson swafford,positive,positive,0.343,0.0,0.657,0.8343
1255,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,neutral,tyrone van,positive,positive,0.343,0.0,0.657,0.8343
1256,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,william mcgirt,positive,positive,0.343,0.0,0.657,0.8343
1257,54:08.6,Adam Scott too big at 24 for #DeutscheBank . Cracking form in long game and been straightening out putting with coach since Sunday,111,positive,adam scott,negative,neutral,0.0,0.0,1.0,0.0
1258,56:00.0,Jim Furyk: Ryder Cup captains pick narrative + FedExCup/BMW bubble narrative + great course history = I'm buying some,1,positive,jim furyk,positive,positive,0.394,0.0,0.606,0.8779
1259,14:50.1,"Racing Post - Ian Wilkerson - Deutsche - 1.5ew Scott (22), 1ew Oosthuizen (45), 1ew Horschel (60), 1ew Hoffman (80)",1,positive,billy horschel,positive,neutral,0.0,0.0,1.0,0.0
1260,14:50.1,"Racing Post - Ian Wilkerson - Deutsche - 1.5ew Scott (22), 1ew Oosthuizen (45), 1ew Horschel (60), 1ew Hoffman (80)",1,positive,adam scott,positive,neutral,0.0,0.0,1.0,0.0
1261,14:50.1,"Racing Post - Ian Wilkerson - Deutsche - 1.5ew Scott (22), 1ew Oosthuizen (45), 1ew Horschel (60), 1ew Hoffman (80)",1,positive,louis oosthuizen,positive,neutral,0.0,0.0,1.0,0.0
1262,14:50.1,"Racing Post - Ian Wilkerson - Deutsche - 1.5ew Scott (22), 1ew Oosthuizen (45), 1ew Horschel (60), 1ew Hoffman (80)",1,positive,charley hoffman,positive,neutral,0.0,0.0,1.0,0.0
1263,44:54.9,"Favorite #DeutscheBankChampionship Bets = DUFNER 120/1, VEGAS 250/1, PALMER 150/1",1,positive,jhonattan vegas,positive,positive,0.507,0.0,0.493,0.802
1264,44:54.9,"Favorite #DeutscheBankChampionship Bets = DUFNER 120/1, VEGAS 250/1, PALMER 150/1",1,positive,ryan palmer,positive,positive,0.507,0.0,0.493,0.802
1265,44:54.9,"Favorite #DeutscheBankChampionship Bets = DUFNER 120/1, VEGAS 250/1, PALMER 150/1",1,positive,jason dufner,positive,positive,0.507,0.0,0.493,0.802
1266,10:22.2,Kevin Na has withdrawn from the Deutsche Bank Championship,111,negative,kevin na,negative,positive,0.266,0.0,0.734,0.4404
1267,13:38.5,In a breather from #TransferDeadlineDay @henrikstenson is overpriced at 18/1 in @DBChampionship. Stenson has a 1st and 2nd here since 2013,111,negative,henrik stenson,negative,negative,0.0,0.163,0.837,-0.5423
1268,02:22.6,Alex Cejka is a WD from @DBChampionship with a lower back injury. #pgatour,111,positive,alex cejka,negative,negative,0.244,0.314,0.441,-0.0688
1269,13:00.0,Final @DBChampionship bet is Sean O'Hair at 129/1. Comes in off second place on Sunday and O'Hair finished fourth here 12 months ago,1,positive,sean o'hair,positive,neutral,0.0,0.0,1.0,0.0
1270,20:28.2,Think @Louis57TM is a big price at 69/1 in the #DeutscheBankChampionship. Oosthuizen has finished second and 12th on his two course starts,111,positive,louis oosthuizen,negative,neutral,0.0,0.0,1.0,0.0
1271,48:00.3,Dark horse to win this week: Gary Woodland,1,positive,gary woodland,positive,positive,0.286,0.263,0.451,0.0772
1272,08:24.7,@gfienberg17 @ThePME Help needed... Either Brendan Steele or Chez Reavie this week?!?!,11,positive,brendan steele,neutral,positive,0.249,0.0,0.751,0.5638
1273,08:24.7,@gfienberg17 @ThePME Help needed... Either Brendan Steele or Chez Reavie this week?!?!,11,positive,chez reavie,neutral,positive,0.249,0.0,0.751,0.5638
1274,13:07.9,Hard not to get it ALL IN on Adam Scott this week. Ball striking last week was insane,1,neutral,adam scott,positive,negative,0.0,0.304,0.696,-0.7906
1275,33:04.9,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",1,positive,adam scott,positive,neutral,0.0,0.0,1.0,0.0
1276,33:04.9,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",1,positive,tony finau,positive,neutral,0.0,0.0,1.0,0.0
1277,33:04.9,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",1,positive,gary woodland,positive,neutral,0.0,0.0,1.0,0.0
1278,33:04.9,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",1,positive,rory mcilroy,positive,neutral,0.0,0.0,1.0,0.0
1279,33:04.9,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",1,neutral,louis cohen,positive,neutral,0.0,0.0,1.0,0.0
1280,33:04.9,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",1,neutral,emiliano grillo,positive,neutral,0.0,0.0,1.0,0.0
1281,37:59.2,Castro? Hmmm,11,positive,roberto castro,neutral,neutral,0.0,0.0,1.0,0.0
1282,20:19.0,Some massive numbers out there on my guy Roberto Castro. Led the field in GIR last week &amp; and has runner ups at Quail Hollow &amp; Congressional,1,positive,roberto castro,positive,negative,0.0,0.119,0.881,-0.5423
1283,38:31.1,"Rostering one of my least favorite DFS players this week, based on a gut feeling: Chris Kirk.",1,positive,chris kirk,positive,negative,0.083,0.138,0.779,-0.2453
1284,28:18.7,@gfienberg17 @DFSalbatross @Daj5mg For the BMW this week if you had to pick 1; between: -Castro -Riefers -Summerhays Who would it be?!?!,1,positive,daniel summerhays,positive,positive,0.221,0.0,0.779,0.7872
1285,28:18.7,@gfienberg17 @DFSalbatross @Daj5mg For the BMW this week if you had to pick 1; between: -Castro -Riefers -Summerhays Who would it be?!?!,1,positive,kyle reifers,positive,positive,0.221,0.0,0.779,0.7872
1286,28:18.7,@gfienberg17 @DFSalbatross @Daj5mg For the BMW this week if you had to pick 1; between: -Castro -Riefers -Summerhays Who would it be?!?!,1,positive,roberto castro,positive,positive,0.221,0.0,0.779,0.7872
1287,19:58.0,Expect to see Adam Scott contend at 16/1 in the #BMWChampionship. Rock solid form with back-to-back fourth places and was 6th here in 2012,1,positive,adam scott,positive,negative,0.059,0.129,0.812,-0.4404
1288,51:23.7,Walker is another good play this week and one play I really like is Palmer!,1,neutral,ryan palmer,positive,positive,0.519,0.0,0.481,0.8685
1289,51:23.7,Walker is another good play this week and one play I really like is Palmer!,1,neutral,jimmy walker,positive,positive,0.519,0.0,0.481,0.8685
1290,44:24.2,"Tour Championship: Si Woo Kim &amp; Kevin Chappell, both 80/1. Just got to in a 30-man field",1,neutral,si woo,positive,positive,0.3,0.0,0.7,0.7184
1291,44:24.2,"Tour Championship: Si Woo Kim &amp; Kevin Chappell, both 80/1. Just got to in a 30-man field",1,positive,kevin chappell,positive,positive,0.3,0.0,0.7,0.7184
1292,33:50.5,"Some people call it Monday, I call it the day I bet Roberto Castro. Home game. 5th Driving Accuracy &amp; 5th P4 Scoring. T9 here in 2013. 66/1",1,positive,roberto castro,positive,neutral,0.0,0.0,1.0,0.0
1293,45:47.7,Ryan Moore at 50 is just too big. Think could go down to 44. Class player with course form and recent form #TOURChampionship,111,positive,ryan moore,negative,neutral,0.0,0.0,1.0,0.0
1294,07:05.7,Backed @JordanSpieth at 10/1 to win the #TOURChampionship. Last year's winner has a great record in Georgia having also finished second here,1,positive,jordan spieth,positive,positive,0.43,0.0,0.57,0.9153
1295,46:23.2,Who's you got to win at East Lake? I'm thinking Spieth repeats.,1,positive,brandt snedeker,positive,positive,0.257,0.0,0.743,0.5859
1296,46:23.2,Who's you got to win at East Lake? I'm thinking Spieth repeats.,1,positive,roberto castro,positive,positive,0.257,0.0,0.743,0.5859
1297,46:23.2,Who's you got to win at East Lake? I'm thinking Spieth repeats.,1,positive,matt kuchar,positive,positive,0.257,0.0,0.743,0.5859
1298,46:23.2,Who's you got to win at East Lake? I'm thinking Spieth repeats.,1,positive,paul casey,positive,positive,0.257,0.0,0.743,0.5859
1299,46:23.2,Who's you got to win at East Lake? I'm thinking Spieth repeats.,1,positive,jordan spieth,positive,positive,0.257,0.0,0.743,0.5859
1300,27:30.4,Tough to not play @Paul_Casey this week in DFS. 8 career rounds at East Lake - has been in top-5 after all 8 of them.,1,positive,paul casey,positive,negative,0.0,0.15,0.85,-0.3687
1301,31:39.1,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",1,neutral,jim furyk,positive,neutral,0.0,0.0,1.0,0.0
1302,31:39.1,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",1,neutral,justin rose,positive,neutral,0.0,0.0,1.0,0.0
1303,31:39.1,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",1,positive,adam scott,positive,neutral,0.0,0.0,1.0,0.0
1304,31:39.1,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",1,positive,jordan spieth,positive,neutral,0.0,0.0,1.0,0.0
1305,31:39.1,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",1,negative,rory mcilroy,positive,neutral,0.0,0.0,1.0,0.0
1306,10:48.3,Tour Championship DK Poll #3,11,positive,emiliano grillo,neutral,positive,0.42,0.0,0.58,0.4404
1307,55:45.4,@RG_Gibbathy @darrenunger81 @stlcardinals84 Spieth is my fav play this week.,1,positive,jordan spieth,positive,positive,0.403,0.0,0.597,0.6597
1308,01:42.6,Another reason to love Castro: he's paired with Na. Castro struggled last weekend when paired with DJ who bombed it 85 yards past him.,1,positive,roberto castro,positive,positive,0.141,0.118,0.741,0.1779
1309,39:09.6,Bubba Watson at 46's my only bet at East Lake.,1,neutral,bubba watson,positive,neutral,0.0,0.0,1.0,0.0
1310,52:02.5,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,1,positive,patrick reed,positive,positive,0.238,0.0,0.762,0.7184
1311,52:02.5,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,1,positive,daniel berger,positive,positive,0.238,0.0,0.762,0.7184
1312,52:02.5,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,1,positive,jordan spieth,positive,positive,0.238,0.0,0.762,0.7184
1313,52:02.5,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,1,positive,kevin kisner,positive,positive,0.238,0.0,0.762,0.7184
1314,52:02.5,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,1,positive,ryan moore,positive,positive,0.238,0.0,0.762,0.7184
1315,52:02.5,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,1,negative,charl schwartzel,positive,positive,0.238,0.0,0.762,0.7184
1316,52:02.5,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,1,positive,emiliano grillo,positive,positive,0.238,0.0,0.762,0.7184
1317,42:21.0,"Full point in day, 7 on Moore, 7 on grillo and 10 on kisner no liability #trading #golf #ewmugs",1,positive,ryan moore,positive,negative,0.0,0.275,0.725,-0.6908
1318,42:21.0,"Full point in day, 7 on Moore, 7 on grillo and 10 on kisner no liability #trading #golf #ewmugs",1,positive,kevin kisner,positive,negative,0.0,0.275,0.725,-0.6908
1319,42:21.0,"Full point in day, 7 on Moore, 7 on grillo and 10 on kisner no liability #trading #golf #ewmugs",1,positive,emiliano grillo,positive,negative,0.0,0.275,0.725,-0.6908
1320,17:01.5,Small bet on Si Woo Kim at 84/1 in the #TOURChampionship. Recent winner of Wyndham Championship and could shine at another Donald Ross track,1,neutral,si woo,positive,positive,0.318,0.0,0.682,0.8689
1321,34:21.3,Jason Dufner 100/1 - won the PGA at a Ross design. Playoff loss at the PGA at Atlanta Athletic Club. Good record at the Valspar.,1,negative,jason dufner,positive,positive,0.219,0.116,0.664,0.4767
1322,47:40.6,Local ties... DeChambeau Levin Rodgers Watney The four strongest by my estimation. These four have ties under 2 hours away.,1,neutral,nick watney,positive,positive,0.139,0.0,0.861,0.4404
1323,47:40.6,Local ties... DeChambeau Levin Rodgers Watney The four strongest by my estimation. These four have ties under 2 hours away.,1,positive,patrick rodgers,positive,positive,0.139,0.0,0.861,0.4404
1324,47:40.6,Local ties... DeChambeau Levin Rodgers Watney The four strongest by my estimation. These four have ties under 2 hours away.,1,neutral,spencer levin,positive,positive,0.139,0.0,0.861,0.4404
1325,47:40.6,Local ties... DeChambeau Levin Rodgers Watney The four strongest by my estimation. These four have ties under 2 hours away.,1,positive,bryson dechambeau,positive,positive,0.139,0.0,0.861,0.4404
1326,51:41.9,"Justin Thomas, 6th in Tour Ch'ship &amp; 3rd in this last year, 25/1 in a this piss-weak field? Be surprised if that lasts!",1,positive,justin thomas,positive,positive,0.095,0.0,0.905,0.2942
1327,56:00.3,"Always enjoy watching the Fall Series. Thomas, Steele, Castro, Bradley (!), Reavie and JJ Spaun for me. Hope Tiger plays well.",1,positive,justin thomas,positive,positive,0.417,0.11,0.473,0.8283
1328,56:00.3,"Always enjoy watching the Fall Series. Thomas, Steele, Castro, Bradley (!), Reavie and JJ Spaun for me. Hope Tiger plays well.",1,neutral,brendan steele,positive,positive,0.417,0.11,0.473,0.8283
1329,56:00.3,"Always enjoy watching the Fall Series. Thomas, Steele, Castro, Bradley (!), Reavie and JJ Spaun for me. Hope Tiger plays well.",1,positive,j.j. spaun,positive,positive,0.417,0.11,0.473,0.8283
1330,56:00.3,"Always enjoy watching the Fall Series. Thomas, Steele, Castro, Bradley (!), Reavie and JJ Spaun for me. Hope Tiger plays well.",1,positive,chez reavie,positive,positive,0.417,0.11,0.473,0.8283
1331,56:00.3,"Always enjoy watching the Fall Series. Thomas, Steele, Castro, Bradley (!), Reavie and JJ Spaun for me. Hope Tiger plays well.",1,positive,roberto castro,positive,positive,0.417,0.11,0.473,0.8283
1332,56:00.3,"Always enjoy watching the Fall Series. Thomas, Steele, Castro, Bradley (!), Reavie and JJ Spaun for me. Hope Tiger plays well.",1,positive,keegan bradley,positive,positive,0.417,0.11,0.473,0.8283
1333,00:41.0,"Safeway Open: B DeChambeau 90/1, JJ Spaun 160/1, A Wise 200/1, X Schaufelle 250/1, J Randolph 300/1, N Lindheim 300/1, B Hagy 400/1",1,positive,bryson dechambeau,positive,positive,0.28,0.0,0.72,0.7034
1334,00:41.0,"Safeway Open: B DeChambeau 90/1, JJ Spaun 160/1, A Wise 200/1, X Schaufelle 250/1, J Randolph 300/1, N Lindheim 300/1, B Hagy 400/1",1,positive,brandon hagy,positive,positive,0.28,0.0,0.72,0.7034
1335,00:41.0,"Safeway Open: B DeChambeau 90/1, JJ Spaun 160/1, A Wise 200/1, X Schaufelle 250/1, J Randolph 300/1, N Lindheim 300/1, B Hagy 400/1",1,positive,nicholas lindheim,positive,positive,0.28,0.0,0.72,0.7034
1336,00:41.0,"Safeway Open: B DeChambeau 90/1, JJ Spaun 160/1, A Wise 200/1, X Schaufelle 250/1, J Randolph 300/1, N Lindheim 300/1, B Hagy 400/1",1,positive,j.j. spaun,positive,positive,0.28,0.0,0.72,0.7034
1337,00:41.0,"Safeway Open: B DeChambeau 90/1, JJ Spaun 160/1, A Wise 200/1, X Schaufelle 250/1, J Randolph 300/1, N Lindheim 300/1, B Hagy 400/1",1,positive,xander schauffele,positive,positive,0.28,0.0,0.72,0.7034
1338,00:41.0,"Safeway Open: B DeChambeau 90/1, JJ Spaun 160/1, A Wise 200/1, X Schaufelle 250/1, J Randolph 300/1, N Lindheim 300/1, B Hagy 400/1",1,positive,aaron wise,positive,positive,0.28,0.0,0.72,0.7034
1339,00:41.0,"Safeway Open: B DeChambeau 90/1, JJ Spaun 160/1, A Wise 200/1, X Schaufelle 250/1, J Randolph 300/1, N Lindheim 300/1, B Hagy 400/1",1,positive,jonathan randolph,positive,positive,0.28,0.0,0.72,0.7034
1340,56:17.7,You know PGA season is back when Spencer Levin is popping in models.,11,neutral,spencer levin,neutral,neutral,0.0,0.0,1.0,0.0
1341,59:55.2,"Random guys I’m trying out for Team Mayo entering the new Golf Season: J.J. Spaun, Trey Mullinax, Grayson Murray, Xander Schauffele.",1,neutral,trey mullinax,positive,neutral,0.0,0.0,1.0,0.0
1342,59:55.2,"Random guys I’m trying out for Team Mayo entering the new Golf Season: J.J. Spaun, Trey Mullinax, Grayson Murray, Xander Schauffele.",1,positive,xander schauffele,positive,neutral,0.0,0.0,1.0,0.0
1343,59:55.2,"Random guys I’m trying out for Team Mayo entering the new Golf Season: J.J. Spaun, Trey Mullinax, Grayson Murray, Xander Schauffele.",1,positive,j.j. spaun,positive,neutral,0.0,0.0,1.0,0.0
1344,59:55.2,"Random guys I’m trying out for Team Mayo entering the new Golf Season: J.J. Spaun, Trey Mullinax, Grayson Murray, Xander Schauffele.",1,positive,grayson murray,positive,neutral,0.0,0.0,1.0,0.0
1345,22:54.4,"I'm e/w on Na, Piercy &amp; Vegas in Safeway Open. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtips",1,neutral,jhonattan vegas,positive,neutral,0.0,0.0,1.0,0.0
1346,22:54.4,"I'm e/w on Na, Piercy &amp; Vegas in Safeway Open. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtips",1,neutral,scott piercy,positive,neutral,0.0,0.0,1.0,0.0
1347,22:54.4,"I'm e/w on Na, Piercy &amp; Vegas in Safeway Open. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtips",1,positive,kevin na,positive,neutral,0.0,0.0,1.0,0.0
1348,42:17.8,Seriously considering tossing out Aaron Wise and Xander Schauffele in cash this week so I can guarantee you I'm free money.,1,positive,aaron wise,positive,positive,0.329,0.064,0.607,0.7893
1349,42:17.8,Seriously considering tossing out Aaron Wise and Xander Schauffele in cash this week so I can guarantee you I'm free money.,1,positive,xander schauffele,positive,positive,0.329,0.064,0.607,0.7893
1350,04:09.0,Fancy @GrilloEmiliano to contend again at 22/1 in the #SafewayOpen. First @PGATOUR title here 12 months ago and Argentine could repeat win,1,positive,emiliano grillo,positive,positive,0.139,0.128,0.733,0.0772
1351,13:25.6,Long shot PGA bet this week that I love - Charles Howell III 110/1,1,neutral,charles howell,positive,positive,0.276,0.0,0.724,0.6369
1352,49:00.8,@ThePME any winners or FRL bets for the Safeway Open?,11,positive,robert garrigus,neutral,positive,0.477,0.0,0.523,0.8074
1353,49:00.8,@ThePME any winners or FRL bets for the Safeway Open?,11,positive,roberto castro,neutral,positive,0.477,0.0,0.523,0.8074
1354,09:48.3,Gone for @ryanmoorepga at 16/1 in the @CIMBClassic. Moore should be relishing his return to Kuala Lumpur where he has claimed two victories,1,neutral,ryan moore,positive,positive,0.106,0.0,0.894,0.3818
1355,14:26.9,Backed @JustinThomas34 at 20/1 to win @CIMBClassic. He finished strongly in his last tournament and shot 26-under-par to win here last year,1,neutral,justin thomas,positive,positive,0.375,0.0,0.625,0.8689
1356,15:26.1,"Thought I'd missed 200/1 on Danny Lee at the CIMB, but I presume oddschecker just got Lees mixed up and he was never bigger than 125/1?",1,neutral,danny lee,positive,negative,0.0,0.086,0.914,-0.3071
1357,24:36.5,Looks like Alex Cejka week on the PGA!,1,neutral,alex cejka,positive,positive,0.285,0.0,0.715,0.4199
1358,25:27.1,Russell Knox 40/1 is a bet. Murders short tracks. Has a win in Asia at the HSBC last year and a playoff loss on paspalum greens at Mayakoba.,1,neutral,russell knox,positive,negative,0.114,0.225,0.661,-0.5719
1359,43:06.3,#Safeway was Justin Thomas' tournament. Turn his two Thursday triples into bogeys and he wins. Calling for a repeat next wk in Malaysia,1,neutral,kevin chappell,positive,positive,0.15,0.0,0.85,0.5719
1360,43:06.3,#Safeway was Justin Thomas' tournament. Turn his two Thursday triples into bogeys and he wins. Calling for a repeat next wk in Malaysia,1,neutral,patton kizzire,positive,positive,0.15,0.0,0.85,0.5719
1361,43:06.3,#Safeway was Justin Thomas' tournament. Turn his two Thursday triples into bogeys and he wins. Calling for a repeat next wk in Malaysia,1,neutral,ryan moore,positive,positive,0.15,0.0,0.85,0.5719
