,created_on,message,player,sentiment_12h_database
1815,2016-08-22 18:10:57.307,"Going to be all over $10,800 Spieth",jordan spieth,neutral
1816,2016-08-22 19:28:53.776,"Tons of good prices for The Barclays, but one looks particularly juicy... 🍔",daniel berger,positive
1817,2016-08-22 19:30:40.127,Ugh saw Fowler 55/1 on Bet365. Looked on 5d and Bovada both 40. Hopefully Bookmaker comes with the 55. @ me if you see US book with 50-55.,rickie fowler,neutral
1818,2016-08-22 19:46:01.995,"Daniel Berger is going to be the highest owned guy this week, isn't he? #Cheap #Barclays",daniel berger,positive
1819,2016-08-22 20:27:25.936,"For all you $10,200 Webb truthers out there, you better play him at $6,000 this week. Apparently course history is worth about $4,000.",webb simpson,positive
1820,2016-08-23 13:22:29.176,"Similarly, Sneds god value at 40/1 with a 2nd place at Bethpage in 2012 &amp; 2 top 5s in his last 3 starts. #golf #bettingtip",brandt snedeker,positive
1821,2016-08-23 13:23:30.852,Bubba is good value at 40/1 for The Barclays with his stats. Had a top 10 at Bethpage in 2012 &amp; a top 10 last time out in Rio. #golf,bubba watson,positive
1822,2016-08-23 13:48:35.068,"Ricky Barnes: 2 Top 5s recently on bentgrass, finished 24th at Bethpage in '12, finished 2nd here in '09 US Open. $5800.",ricky barnes,positive
1823,2016-08-23 14:17:25.538,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",brandt snedeker,positive
1824,2016-08-23 14:17:25.538,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",phil mickelson,positive
1825,2016-08-23 14:17:25.538,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",luke donald,positive
1826,2016-08-23 14:17:25.538,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",justin rose,positive
1827,2016-08-23 14:17:25.538,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",bubba watson,positive
1828,2016-08-23 15:08:12.578,"Hudson Swafford is 198th in SG Around the green. 67th or better in SG Off the Tee, Approach the Green &amp; Putting. That has to be correctable.",hudson swafford,positive
1829,2016-08-23 15:18:08.262,One ball one coconut job at the Barclay's. Jimmy Walker.,jimmy walker,positive
1830,2016-08-23 16:38:11.507,@bowdo83 Bowdo - who wins this weekend's Barclays?,jason day,positive
1831,2016-08-23 17:03:08.871,Are people sleeping on Hideki this week? Last 10 weeks (most recent first): T3 T4 CUT T42 CUT CUT T7 T11 T7 T6 #PGA #DFS,hideki matsuyama,positive
1832,2016-08-23 19:21:13.261,An interesting fact about Charl Schwartzel in 2016. He has only shot under par 4 times in 13 opening rounds. 1 even round. Rest are all over,charl schwartzel,positive
1833,2016-08-23 23:55:47.207,Jhonny Vegas..... 180-1 Talk about ZERO respect,jhonattan vegas,positive
1834,2016-08-24 00:01:29.223,"Don't overlook Ryan Moore this week. Loves this course, playing well, and will be under 10% owned everywhere.",ryan moore,negative
1835,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,patrick reed,positive
1836,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,rickie fowler,positive
1837,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,jordan spieth,positive
1838,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,matt kuchar,positive
1839,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,brooks koepka,positive
1840,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,jason day,positive
1841,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,charles howell,neutral
1842,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,jamie lovemark,positive
1843,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,phil mickelson,positive
1844,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,brandt snedeker,positive
1845,2016-08-24 00:06:25.609,The Barclays (Key Stats Sort)... https://t.co/HTwjUlBwF2 #pgatour #TheBarclays #DraftKings,dustin johnson,positive
1846,2016-08-24 00:32:39.684,"#TheBarclays Long Shot Bets: Vegas 150/1, Stefani 250/1, Glover 150/1.",jhonattan vegas,positive
1847,2016-08-24 00:32:39.684,"#TheBarclays Long Shot Bets: Vegas 150/1, Stefani 250/1, Glover 150/1.",shawn stefani,negative
1848,2016-08-24 00:32:39.684,"#TheBarclays Long Shot Bets: Vegas 150/1, Stefani 250/1, Glover 150/1.",lucas glover,positive
1849,2016-08-24 11:29:40.718,"Jim Furyk 4/1 for a top 10, needs a good week to be playing next week.",jim furyk,positive
1850,2016-08-24 11:32:41.732,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",louis oosthuizen,positive
1851,2016-08-24 11:32:41.732,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",hideki matsuyama,positive
1852,2016-08-24 11:32:41.732,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",billy horschel,positive
1853,2016-08-24 11:32:41.732,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",dustin johnson,positive
1854,2016-08-24 11:32:41.732,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",gary woodland,positive
1855,2016-08-30 00:34:29.285,.@DBChampionship morning update: 99 of 100 in the field (Danny Willett). #FedExCup #PGATOUR,kevin na,neutral
1856,2016-08-30 00:43:24.352,"Happy Sean O'Hair chalk week, guys.",sean o'hair,positive
1857,2016-08-30 00:53:10.040,Backed @Chris_Kirk_ at a whopping 219/1 in the @DBChampionship. Looks a huge price on the 2014 champion. Never worse than 35th at the event,chris kirk,positive
1858,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,harold varner,neutral
1859,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,brendan steele,positive
1860,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,ryan palmer,positive
1861,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,phil mickelson,positive
1862,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,rory mcilroy,positive
1863,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,charles howell,neutral
1864,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,jason day,positive
1865,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,alex cejka,neutral
1866,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,dustin johnson,positive
1867,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,adam scott,positive
1868,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,jordan spieth,positive
1869,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,rickie fowler,positive
1870,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,patrick reed,positive
1871,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,bubba watson,neutral
1872,2016-08-30 01:01:30.232,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,gary woodland,positive
1873,2016-08-30 11:33:27.090,Like Charley Hoffman at 119/1 in the @DBChampionship. Hoffman finished strongly yesterday and has a win and third place at this tournament,charley hoffman,positive
1874,2016-08-30 11:34:20.152,"I have to take Grillo again this week, at 50's. The kid just keeps improving!",emiliano grillo,positive
1875,2016-08-30 12:14:45.061,Lipsky &amp; Canizares in Switzerland and Reed and Woodland in the US for me this week. #golf #betting #tips,gary woodland,positive
1876,2016-08-30 12:14:45.061,Lipsky &amp; Canizares in Switzerland and Reed and Woodland in the US for me this week. #golf #betting #tips,patrick reed,positive
1877,2016-08-30 12:17:47.912,🔥🔥🔥Takes from The Daily Contrarian dropping now👍@bradmessersmith @nelson_admiral @wedge2424 @IPODToddS @NateKnocks https://t.co/6aWKbo982Q,justin thomas,positive
1878,2016-08-30 12:17:47.912,🔥🔥🔥Takes from The Daily Contrarian dropping now👍@bradmessersmith @nelson_admiral @wedge2424 @IPODToddS @NateKnocks https://t.co/6aWKbo982Q,adam scott,positive
1879,2016-08-30 12:22:01.983,Brooks Koepka at 8700 probably the highest owned this week,tony finau,positive
1880,2016-08-30 12:22:01.983,Brooks Koepka at 8700 probably the highest owned this week,brooks koepka,positive
1881,2016-08-30 16:28:15.126,"After landing a 50/1 winner with headline pick Patrick Reed last week, here's my Deutsche Bank preview for @Betfair https://t.co/kHfrWRmuji",gary woodland,positive
1882,2016-08-30 16:28:15.126,"After landing a 50/1 winner with headline pick Patrick Reed last week, here's my Deutsche Bank preview for @Betfair https://t.co/kHfrWRmuji",sean o'hair,positive
1883,2016-08-30 16:28:15.126,"After landing a 50/1 winner with headline pick Patrick Reed last week, here's my Deutsche Bank preview for @Betfair https://t.co/kHfrWRmuji",charley hoffman,positive
1884,2016-08-30 16:38:17.288,Jordan Spieth still trying to find secret to poa annua https://t.co/iVAVVArAV2,jordan spieth,positive
1885,2016-08-30 19:17:14.044,Two cheap guys I think will do well: Summerhays and Hadwin. I really like Hadwin this week. #dfs #DBChampionship,daniel summerhays,positive
1886,2016-08-30 19:17:14.044,Two cheap guys I think will do well: Summerhays and Hadwin. I really like Hadwin this week. #dfs #DBChampionship,adam hadwin,positive
1887,2016-08-30 19:17:14.044,Two cheap guys I think will do well: Summerhays and Hadwin. I really like Hadwin this week. #dfs #DBChampionship,branden grace,negative
1888,2016-08-30 21:58:04.365,"Shot link data visuals are updated, can see why I think Koepka's injury is bothering him.. has struggled off the tee https://t.co/4TplRvdzK7",brooks koepka,positive
1889,2016-08-30 22:00:01.346,"If I'm Mr Mustachio (Wagner) this week has to be the most stressful of the year.. 69th in FECR, top 70 move on to 2 no cut events",johnson wagner,positive
1890,2016-08-30 22:02:54.692,TPC Boston is taxing on the mental game. Consider this when making your selections this week. :),jordan spieth,positive
1891,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",alex cejka,positive
1892,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",adam hadwin,positive
1893,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",jim herman,positive
1894,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",john huh,positive
1895,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",jason kokrak,positive
1896,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",jamie lovemark,positive
1897,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",ben martin,positive
1898,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",phil mickelson,positive
1899,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",charl schwartzel,positive
1900,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",vijay singh,positive
1901,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",daniel summerhays,positive
1902,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",hudson swafford,positive
1903,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",tyrone van,neutral
1904,2016-08-31 00:19:29.809,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",william mcgirt,positive
1905,2016-08-31 10:54:08.613,Adam Scott too big at 24 for #DeutscheBank . Cracking form in long game and been straightening out putting with coach since Sunday,adam scott,positive
1906,2016-08-31 10:55:59.998,Jim Furyk: Ryder Cup captains pick narrative + FedExCup/BMW bubble narrative + great course history = I'm buying some,jim furyk,positive
1907,2016-08-31 11:14:50.062,"Racing Post - Ian Wilkerson - Deutsche - 1.5ew Scott (22), 1ew Oosthuizen (45), 1ew Horschel (60), 1ew Hoffman (80)",billy horschel,positive
1908,2016-08-31 11:14:50.062,"Racing Post - Ian Wilkerson - Deutsche - 1.5ew Scott (22), 1ew Oosthuizen (45), 1ew Horschel (60), 1ew Hoffman (80)",adam scott,positive
1909,2016-08-31 11:14:50.062,"Racing Post - Ian Wilkerson - Deutsche - 1.5ew Scott (22), 1ew Oosthuizen (45), 1ew Horschel (60), 1ew Hoffman (80)",louis oosthuizen,positive
1910,2016-08-31 11:14:50.062,"Racing Post - Ian Wilkerson - Deutsche - 1.5ew Scott (22), 1ew Oosthuizen (45), 1ew Horschel (60), 1ew Hoffman (80)",charley hoffman,positive
1911,2016-08-31 14:44:54.920,"Favorite #DeutscheBankChampionship Bets = DUFNER 120/1, VEGAS 250/1, PALMER 150/1",jhonattan vegas,positive
1912,2016-08-31 14:44:54.920,"Favorite #DeutscheBankChampionship Bets = DUFNER 120/1, VEGAS 250/1, PALMER 150/1",ryan palmer,positive
1913,2016-08-31 14:44:54.920,"Favorite #DeutscheBankChampionship Bets = DUFNER 120/1, VEGAS 250/1, PALMER 150/1",jason dufner,positive
1914,2016-08-31 21:10:22.204,Kevin Na has withdrawn from the Deutsche Bank Championship,kevin na,negative
1915,2016-08-31 21:13:38.517,In a breather from #TransferDeadlineDay @henrikstenson is overpriced at 18/1 in @DBChampionship. Stenson has a 1st and 2nd here since 2013,henrik stenson,negative
1916,2016-08-31 23:02:22.579,Alex Cejka is a WD from @DBChampionship with a lower back injury. #pgatour,alex cejka,positive
1917,2016-09-01 00:13:00.002,Final @DBChampionship bet is Sean O'Hair at 129/1. Comes in off second place on Sunday and O'Hair finished fourth here 12 months ago,sean o'hair,positive
1918,2016-09-01 00:20:28.187,Think @Louis57TM is a big price at 69/1 in the #DeutscheBankChampionship. Oosthuizen has finished second and 12th on his two course starts,louis oosthuizen,positive
1919,2016-09-01 12:43:19.588,"Two big tips, two pretty big men. @Betgolfworld looks ahead to the #DeutscheBankChampionship https://t.co/QZ1WJt3PNf",henrik stenson,positive
1920,2016-09-01 12:43:19.588,"Two big tips, two pretty big men. @Betgolfworld looks ahead to the #DeutscheBankChampionship https://t.co/QZ1WJt3PNf",tony finau,positive
1921,2016-09-01 12:48:00.302,Dark horse to win this week: Gary Woodland,gary woodland,positive
1922,2016-09-01 13:08:24.713,@gfienberg17 @ThePME Help needed... Either Brendan Steele or Chez Reavie this week?!?!,brendan steele,positive
1923,2016-09-01 13:08:24.713,@gfienberg17 @ThePME Help needed... Either Brendan Steele or Chez Reavie this week?!?!,chez reavie,positive
1924,2016-09-06 11:13:07.905,Hard not to get it ALL IN on Adam Scott this week. Ball striking last week was insane,adam scott,neutral
1925,2016-09-06 14:33:04.883,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",adam scott,positive
1926,2016-09-06 14:33:04.883,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",tony finau,positive
1927,2016-09-06 14:33:04.883,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",gary woodland,positive
1928,2016-09-06 14:33:04.883,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",rory mcilroy,positive
1929,2016-09-06 14:33:04.883,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",louis cohen,neutral
1930,2016-09-06 14:33:04.883,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",emiliano grillo,neutral
1931,2016-09-06 18:37:59.218,Castro? Hmmm,roberto castro,positive
1932,2016-09-07 13:20:19.027,Some massive numbers out there on my guy Roberto Castro. Led the field in GIR last week &amp; and has runner ups at Quail Hollow &amp; Congressional,roberto castro,positive
1933,2016-09-07 14:38:31.121,"Rostering one of my least favorite DFS players this week, based on a gut feeling: Chris Kirk.",chris kirk,positive
1934,2016-09-07 15:28:18.732,@gfienberg17 @DFSalbatross @Daj5mg For the BMW this week if you had to pick 1; between: -Castro -Riefers -Summerhays Who would it be?!?!,daniel summerhays,positive
1935,2016-09-07 15:28:18.732,@gfienberg17 @DFSalbatross @Daj5mg For the BMW this week if you had to pick 1; between: -Castro -Riefers -Summerhays Who would it be?!?!,kyle reifers,positive
1936,2016-09-07 15:28:18.732,@gfienberg17 @DFSalbatross @Daj5mg For the BMW this week if you had to pick 1; between: -Castro -Riefers -Summerhays Who would it be?!?!,roberto castro,positive
1937,2016-09-08 00:19:57.992,Expect to see Adam Scott contend at 16/1 in the #BMWChampionship. Rock solid form with back-to-back fourth places and was 6th here in 2012,adam scott,positive
1938,2016-09-08 12:51:23.729,Walker is another good play this week and one play I really like is Palmer!,ryan palmer,neutral
1939,2016-09-08 12:51:23.729,Walker is another good play this week and one play I really like is Palmer!,jimmy walker,neutral
1940,2016-09-19 15:44:24.196,"Tour Championship: Si Woo Kim &amp; Kevin Chappell, both 80/1. Just got to in a 30-man field",si woo,neutral
1941,2016-09-19 15:44:24.196,"Tour Championship: Si Woo Kim &amp; Kevin Chappell, both 80/1. Just got to in a 30-man field",kevin chappell,positive
1942,2016-09-19 17:33:50.533,"Some people call it Monday, I call it the day I bet Roberto Castro. Home game. 5th Driving Accuracy &amp; 5th P4 Scoring. T9 here in 2013. 66/1",roberto castro,positive
1943,2016-09-19 18:45:47.701,Ryan Moore at 50 is just too big. Think could go down to 44. Class player with course form and recent form #TOURChampionship,ryan moore,positive
1944,2016-09-20 16:07:05.663,Backed @JordanSpieth at 10/1 to win the #TOURChampionship. Last year's winner has a great record in Georgia having also finished second here,jordan spieth,positive
1945,2016-09-20 16:46:23.154,Who's you got to win at East Lake? I'm thinking Spieth repeats.,brandt snedeker,positive
1946,2016-09-20 16:46:23.154,Who's you got to win at East Lake? I'm thinking Spieth repeats.,roberto castro,positive
1947,2016-09-20 16:46:23.154,Who's you got to win at East Lake? I'm thinking Spieth repeats.,matt kuchar,positive
1948,2016-09-20 16:46:23.154,Who's you got to win at East Lake? I'm thinking Spieth repeats.,paul casey,positive
1949,2016-09-20 16:46:23.154,Who's you got to win at East Lake? I'm thinking Spieth repeats.,jordan spieth,positive
1950,2016-09-20 17:27:30.431,Tough to not play @Paul_Casey this week in DFS. 8 career rounds at East Lake - has been in top-5 after all 8 of them.,paul casey,positive
1951,2016-09-20 17:31:39.150,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",jim furyk,neutral
1952,2016-09-20 17:31:39.150,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",justin rose,neutral
1953,2016-09-20 17:31:39.150,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",adam scott,positive
1954,2016-09-20 17:31:39.150,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",jordan spieth,positive
1955,2016-09-20 17:31:39.150,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",rory mcilroy,negative
1956,2016-09-21 00:10:48.301,Tour Championship DK Poll #3,emiliano grillo,positive
1957,2016-09-21 14:55:45.358,@RG_Gibbathy @darrenunger81 @stlcardinals84 Spieth is my fav play this week.,jordan spieth,positive
1958,2016-09-21 15:01:42.557,Another reason to love Castro: he's paired with Na. Castro struggled last weekend when paired with DJ who bombed it 85 yards past him.,roberto castro,positive
1959,2016-09-21 15:39:09.638,Bubba Watson at 46's my only bet at East Lake.,bubba watson,neutral
1960,2016-09-21 15:52:02.513,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,patrick reed,positive
1961,2016-09-21 15:52:02.513,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,daniel berger,positive
1962,2016-09-21 15:52:02.513,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,jordan spieth,positive
1963,2016-09-21 15:52:02.513,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,kevin kisner,positive
1964,2016-09-21 15:52:02.513,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,ryan moore,positive
1965,2016-09-21 15:52:02.513,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,charl schwartzel,negative
1966,2016-09-21 15:52:02.513,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,emiliano grillo,positive
1967,2016-09-21 18:42:20.986,"Full point in day, 7 on Moore, 7 on grillo and 10 on kisner no liability #trading #golf #ewmugs",ryan moore,positive
1968,2016-09-21 18:42:20.986,"Full point in day, 7 on Moore, 7 on grillo and 10 on kisner no liability #trading #golf #ewmugs",kevin kisner,positive
1969,2016-09-21 18:42:20.986,"Full point in day, 7 on Moore, 7 on grillo and 10 on kisner no liability #trading #golf #ewmugs",emiliano grillo,positive
1970,2016-09-21 20:17:01.476,Small bet on Si Woo Kim at 84/1 in the #TOURChampionship. Recent winner of Wyndham Championship and could shine at another Donald Ross track,si woo,neutral
1971,2016-09-21 23:34:21.348,Jason Dufner 100/1 - won the PGA at a Ross design. Playoff loss at the PGA at Atlanta Athletic Club. Good record at the Valspar.,jason dufner,negative
1972,2016-10-11 10:47:40.594,Local ties... DeChambeau Levin Rodgers Watney The four strongest by my estimation. These four have ties under 2 hours away.,nick watney,neutral
1973,2016-10-11 10:47:40.594,Local ties... DeChambeau Levin Rodgers Watney The four strongest by my estimation. These four have ties under 2 hours away.,patrick rodgers,positive
1974,2016-10-11 10:47:40.594,Local ties... DeChambeau Levin Rodgers Watney The four strongest by my estimation. These four have ties under 2 hours away.,spencer levin,neutral
1975,2016-10-11 10:47:40.594,Local ties... DeChambeau Levin Rodgers Watney The four strongest by my estimation. These four have ties under 2 hours away.,bryson dechambeau,positive
1976,2016-10-11 10:51:41.923,"Justin Thomas, 6th in Tour Ch'ship &amp; 3rd in this last year, 25/1 in a this piss-weak field? Be surprised if that lasts!",justin thomas,positive
1977,2016-10-11 10:56:00.270,"Always enjoy watching the Fall Series. Thomas, Steele, Castro, Bradley (!), Reavie and JJ Spaun for me. Hope Tiger plays well.",justin thomas,positive
1978,2016-10-11 10:56:00.270,"Always enjoy watching the Fall Series. Thomas, Steele, Castro, Bradley (!), Reavie and JJ Spaun for me. Hope Tiger plays well.",brendan steele,neutral
1979,2016-10-11 10:56:00.270,"Always enjoy watching the Fall Series. Thomas, Steele, Castro, Bradley (!), Reavie and JJ Spaun for me. Hope Tiger plays well.",j.j. spaun,positive
1980,2016-10-11 10:56:00.270,"Always enjoy watching the Fall Series. Thomas, Steele, Castro, Bradley (!), Reavie and JJ Spaun for me. Hope Tiger plays well.",chez reavie,positive
1981,2016-10-11 10:56:00.270,"Always enjoy watching the Fall Series. Thomas, Steele, Castro, Bradley (!), Reavie and JJ Spaun for me. Hope Tiger plays well.",roberto castro,positive
1982,2016-10-11 10:56:00.270,"Always enjoy watching the Fall Series. Thomas, Steele, Castro, Bradley (!), Reavie and JJ Spaun for me. Hope Tiger plays well.",keegan bradley,positive
1983,2016-10-11 11:00:40.955,"Safeway Open: B DeChambeau 90/1, JJ Spaun 160/1, A Wise 200/1, X Schaufelle 250/1, J Randolph 300/1, N Lindheim 300/1, B Hagy 400/1",bryson dechambeau,positive
1984,2016-10-11 11:00:40.955,"Safeway Open: B DeChambeau 90/1, JJ Spaun 160/1, A Wise 200/1, X Schaufelle 250/1, J Randolph 300/1, N Lindheim 300/1, B Hagy 400/1",brandon hagy,positive
1985,2016-10-11 11:00:40.955,"Safeway Open: B DeChambeau 90/1, JJ Spaun 160/1, A Wise 200/1, X Schaufelle 250/1, J Randolph 300/1, N Lindheim 300/1, B Hagy 400/1",nicholas lindheim,positive
