Unnamed: 0,created_on,message,Annotation,sentiment_12h_database,player,Annotation_converted
1149,22:47.5,Going with pure gut this week: Justin Thomas 45-1 Kevin Kisner 50-1 Morgan Hoffman 150-1 Cameron Smith 200-1,1,positive,justin thomas,positive
1150,25:05.4,Justin Thomas wins this week.,1,positive,justin thomas,positive
1151,30:15.1,Gone with @BHaasGolf at 28/1 in the @WyndhamChamp. Haas has four top tens at Sedgefield with no worse than sixth place in last two years,1,positive,bill haas,positive
1152,04:53.7,"I love me some #Norlander, but the day I ever pay over 6K for him will be never. I hope you all partake in Stenson lite this week.",1,positive,cameron smith,positive
1153,04:53.7,"I love me some #Norlander, but the day I ever pay over 6K for him will be never. I hope you all partake in Stenson lite this week.",1,positive,webb simpson,positive
1154,04:53.7,"I love me some #Norlander, but the day I ever pay over 6K for him will be never. I hope you all partake in Stenson lite this week.",1,negative,henrik norlander,positive
1155,04:53.7,"I love me some #Norlander, but the day I ever pay over 6K for him will be never. I hope you all partake in Stenson lite this week.",1,positive,bill haas,positive
1156,04:53.7,"I love me some #Norlander, but the day I ever pay over 6K for him will be never. I hope you all partake in Stenson lite this week.",1,positive,rickie fowler,positive
1157,25:29.7,"@RBaroff427 hey buddy.. Duff-man, Keegan or Kisner is cash this week? I'm leaning towards Duffner...",1,positive,keegan bradley,positive
1158,25:29.7,"@RBaroff427 hey buddy.. Duff-man, Keegan or Kisner is cash this week? I'm leaning towards Duffner...",1,positive,roberto castro,positive
1159,25:29.7,"@RBaroff427 hey buddy.. Duff-man, Keegan or Kisner is cash this week? I'm leaning towards Duffner...",1,positive,cameron smith,positive
1160,25:29.7,"@RBaroff427 hey buddy.. Duff-man, Keegan or Kisner is cash this week? I'm leaning towards Duffner...",1,positive,kevin kisner,positive
1161,25:29.7,"@RBaroff427 hey buddy.. Duff-man, Keegan or Kisner is cash this week? I'm leaning towards Duffner...",1,positive,chez reavie,positive
1162,25:29.7,"@RBaroff427 hey buddy.. Duff-man, Keegan or Kisner is cash this week? I'm leaning towards Duffner...",1,positive,jason dufner,positive
1163,50:13.9,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",1,positive,stuart appleby,positive
1164,50:13.9,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",1,positive,jonas blixt,positive
1165,50:13.9,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",1,positive,roberto castro,positive
1166,50:13.9,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",1,neutral,greg chalmers,positive
1167,50:13.9,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",1,positive,derek ernst,positive
1168,50:13.9,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",1,positive,michael kim,positive
1169,50:13.9,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",1,positive,chez reavie,positive
1170,50:13.9,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",1,positive,bryce molder,positive
1171,50:13.9,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",1,neutral,seung yul,positive
1172,50:13.9,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",1,positive,cameron smith,positive
1173,50:13.9,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",1,positive,cameron tringale,positive
1174,50:13.9,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",1,positive,harold varner,positive
1175,50:13.9,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",1,positive,steve wheatcroft,positive
1176,50:13.9,"Fav sub $6.5K Sleeper on DK this week? I’ll go Seung-Yul Noh at $5,600. YOU????????",1,positive,spencer levin,positive
1177,31:42.6,"I'm e/w on Haas, Na &amp; Dufner at Wyndham this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,positive,bill haas,positive
1178,31:42.6,"I'm e/w on Haas, Na &amp; Dufner at Wyndham this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,positive,kevin na,positive
1179,31:42.6,"I'm e/w on Haas, Na &amp; Dufner at Wyndham this week. See their stats (&amp; everyone else's!) on Golf Predictor. #bettingtip",1,positive,jason dufner,positive
1180,21:39.1,"I don't care what stats or data you show me, I'm never paying $8,700 for McGirt when Justin Thomas is $8,600. Take my money.",1,positive,justin thomas,positive
1181,21:39.1,"I don't care what stats or data you show me, I'm never paying $8,700 for McGirt when Justin Thomas is $8,600. Take my money.",1,positive,william mcgirt,positive
1182,25:45.9,Ryan Moore after 4 career wins has never finished in Top 25. Will this be the first time he does?,1,positive,ryan moore,positive
1183,16:08.1,@DoctorPhelps @KendoVT @DRogerCasey @HitTheHighDraw this is when I'd check out @futureoffantasy fast greens data...,11,positive,camilo villegas,neutral
1184,16:08.1,@DoctorPhelps @KendoVT @DRogerCasey @HitTheHighDraw this is when I'd check out @futureoffantasy fast greens data...,11,positive,shawn stefani,neutral
1185,16:08.1,@DoctorPhelps @KendoVT @DRogerCasey @HitTheHighDraw this is when I'd check out @futureoffantasy fast greens data...,11,positive,russell henley,neutral
1186,54:11.0,"#WyndhamChampionship Long Shot Bets = Si Woo Kim 150/1, Reavie 175/1, Weekley 215/1, Huh 350/1",1,positive,boo weekley,positive
1187,54:11.0,"#WyndhamChampionship Long Shot Bets = Si Woo Kim 150/1, Reavie 175/1, Weekley 215/1, Huh 350/1",1,positive,chez reavie,positive
1188,54:11.0,"#WyndhamChampionship Long Shot Bets = Si Woo Kim 150/1, Reavie 175/1, Weekley 215/1, Huh 350/1",1,neutral,si woo,positive
1189,54:11.0,"#WyndhamChampionship Long Shot Bets = Si Woo Kim 150/1, Reavie 175/1, Weekley 215/1, Huh 350/1",1,positive,john huh,positive
1190,01:45.1,Deep Sleeper Alert: Wes Roach Duke alum. Decent stats. Played well for a 4 week stretch earlier this summer. Past winner on the Web.,1,neutral,wes roach,positive
1191,03:18.2,"Every time I try and click in Dufner, I have flashbacks to witnessing him miss every putt inside 5 feet on Sunday last year.",111,negative,jason dufner,negative
1192,18:43.2,"As much as I liked Ryan Moore this week and last week, he's notoriously bad following a win. Not a single good showing.",111,negative,ryan moore,negative
1193,19:33.0,"big on blayne barber top 20 and top 10 this week too, 4 out of 5 of his top tens on tour have come on bermuda, now made 5 straight cuts",1,positive,blayne barber,positive
1194,21:37.3,"No betting article... Kisner 56-1, Henley 50-1 main targets plus Dufner 66-1 , Barber 200-1, Castro 125-1, Harman 125-1, Cauley 100-1",1,positive,kevin kisner,positive
1195,21:37.3,"No betting article... Kisner 56-1, Henley 50-1 main targets plus Dufner 66-1 , Barber 200-1, Castro 125-1, Harman 125-1, Cauley 100-1",1,positive,russell henley,positive
1196,21:37.3,"No betting article... Kisner 56-1, Henley 50-1 main targets plus Dufner 66-1 , Barber 200-1, Castro 125-1, Harman 125-1, Cauley 100-1",1,negative,jason dufner,positive
1197,21:37.3,"No betting article... Kisner 56-1, Henley 50-1 main targets plus Dufner 66-1 , Barber 200-1, Castro 125-1, Harman 125-1, Cauley 100-1",1,positive,bud cauley,positive
1198,21:37.3,"No betting article... Kisner 56-1, Henley 50-1 main targets plus Dufner 66-1 , Barber 200-1, Castro 125-1, Harman 125-1, Cauley 100-1",1,positive,roberto castro,positive
1199,21:37.3,"No betting article... Kisner 56-1, Henley 50-1 main targets plus Dufner 66-1 , Barber 200-1, Castro 125-1, Harman 125-1, Cauley 100-1",1,positive,blayne barber,positive
1200,21:37.3,"No betting article... Kisner 56-1, Henley 50-1 main targets plus Dufner 66-1 , Barber 200-1, Castro 125-1, Harman 125-1, Cauley 100-1",1,positive,brian harman,positive
1201,31:07.5,"Phil, Walker &amp; JB are popping off the page to me. I may need to reassess.",11,neutral,phil mickelson,neutral
1202,31:07.5,"Phil, Walker &amp; JB are popping off the page to me. I may need to reassess.",11,positive,jimmy walker,neutral
1203,31:07.5,"Phil, Walker &amp; JB are popping off the page to me. I may need to reassess.",11,neutral,j.b. holmes,neutral
1204,44:00.8,Johnson Wagner going to enter The Barclays after back-to-back top-10s. He won the 2001 Met Open at Bethpage Black while still an amateur.,11,neutral,johnson wagner,neutral
1205,43:41.8,"Feels like Jim Furyk is going to win one of these playoff events. Probably not at Bethpage, but it's coming.",11,neutral,jim furyk,neutral
1206,08:57.3,"Field ▲ at @TheBarclaysGolf: OUT @anirbangolf IN none (no alternates in the Playoffs) Lahiri is 117th in FEC points, so he won't advance.",11,neutral,anirban lahiri,neutral
1207,10:57.3,"Going to be all over $10,800 Spieth",1,neutral,jordan spieth,positive
1208,28:53.8,"Tons of good prices for The Barclays, but one looks particularly juicy... 🍔",1,positive,daniel berger,positive
1209,30:40.1,Ugh saw Fowler 55/1 on Bet365. Looked on 5d and Bovada both 40. Hopefully Bookmaker comes with the 55. @ me if you see US book with 50-55.,11,neutral,rickie fowler,neutral
1210,46:02.0,"Daniel Berger is going to be the highest owned guy this week, isn't he? #Cheap #Barclays",1,positive,daniel berger,positive
1211,27:25.9,"For all you $10,200 Webb truthers out there, you better play him at $6,000 this week. Apparently course history is worth about $4,000.",1,positive,webb simpson,positive
1212,22:29.2,"Similarly, Sneds god value at 40/1 with a 2nd place at Bethpage in 2012 &amp; 2 top 5s in his last 3 starts. #golf #bettingtip",1,positive,brandt snedeker,positive
1213,23:30.9,Bubba is good value at 40/1 for The Barclays with his stats. Had a top 10 at Bethpage in 2012 &amp; a top 10 last time out in Rio. #golf,1,positive,bubba watson,positive
1214,48:35.1,"Ricky Barnes: 2 Top 5s recently on bentgrass, finished 24th at Bethpage in '12, finished 2nd here in '09 US Open. $5800.",1,positive,ricky barnes,positive
1215,17:25.5,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",1,positive,brandt snedeker,positive
1216,17:25.5,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",1,positive,phil mickelson,positive
1217,17:25.5,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",1,positive,luke donald,positive
1218,17:25.5,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",1,positive,justin rose,positive
1219,17:25.5,"RFO - Jeremy Chapman - Barclays Selections - 1.5ew Rose (25), 1.5ew Mickelson (33). 1ew Snedeker (40), 0.5ew Donald(100), 0.5ew Watson (50)",1,positive,bubba watson,positive
1220,08:12.6,"Hudson Swafford is 198th in SG Around the green. 67th or better in SG Off the Tee, Approach the Green &amp; Putting. That has to be correctable.",1,positive,hudson swafford,positive
1221,18:08.3,One ball one coconut job at the Barclay's. Jimmy Walker.,1,positive,jimmy walker,positive
1222,38:11.5,@bowdo83 Bowdo - who wins this weekend's Barclays?,1,positive,jason day,positive
1223,03:08.9,Are people sleeping on Hideki this week? Last 10 weeks (most recent first): T3 T4 CUT T42 CUT CUT T7 T11 T7 T6 #PGA #DFS,1,positive,hideki matsuyama,positive
1224,21:13.3,An interesting fact about Charl Schwartzel in 2016. He has only shot under par 4 times in 13 opening rounds. 1 even round. Rest are all over,1,positive,charl schwartzel,positive
1225,55:47.2,Jhonny Vegas..... 180-1 Talk about ZERO respect,1,positive,jhonattan vegas,positive
1226,01:29.2,"Don't overlook Ryan Moore this week. Loves this course, playing well, and will be under 10% owned everywhere.",1,negative,ryan moore,positive
1227,32:39.7,"#TheBarclays Long Shot Bets: Vegas 150/1, Stefani 250/1, Glover 150/1.",1,positive,jhonattan vegas,positive
1228,32:39.7,"#TheBarclays Long Shot Bets: Vegas 150/1, Stefani 250/1, Glover 150/1.",1,negative,shawn stefani,positive
1229,32:39.7,"#TheBarclays Long Shot Bets: Vegas 150/1, Stefani 250/1, Glover 150/1.",1,positive,lucas glover,positive
1230,29:40.7,"Jim Furyk 4/1 for a top 10, needs a good week to be playing next week.",1,positive,jim furyk,positive
1231,32:41.7,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",1,positive,louis oosthuizen,positive
1232,32:41.7,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",1,positive,hideki matsuyama,positive
1233,32:41.7,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",1,positive,billy horschel,positive
1234,32:41.7,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",1,positive,dustin johnson,positive
1235,32:41.7,"Racing Post - Steve Palmer - Barclays:4 win D Johnson(10), 1ew Oosthuizen (60), 1ew Horschel (100), 1ew Matsuyama (30), 0.5ew Woodland (125)",1,positive,gary woodland,positive
1236,34:29.3,.@DBChampionship morning update: 99 of 100 in the field (Danny Willett). #FedExCup #PGATOUR,11,neutral,kevin na,neutral
1237,43:24.4,"Happy Sean O'Hair chalk week, guys.",1,positive,sean o'hair,positive
1238,53:10.0,Backed @Chris_Kirk_ at a whopping 219/1 in the @DBChampionship. Looks a huge price on the 2014 champion. Never worse than 35th at the event,1,positive,chris kirk,positive
1239,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,neutral,harold varner,positive
1240,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,brendan steele,positive
1241,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,ryan palmer,positive
1242,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,phil mickelson,positive
1243,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,rory mcilroy,positive
1244,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,neutral,charles howell,positive
1245,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,jason day,positive
1246,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,neutral,alex cejka,positive
1247,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,dustin johnson,positive
1248,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,adam scott,positive
1249,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,jordan spieth,positive
1250,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,rickie fowler,positive
1251,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,patrick reed,positive
1252,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,neutral,bubba watson,positive
1253,01:30.2,last 9 winners of Deutsche Bank Championship have ranked 1-1-4-4-1-1-4-22-19 in par 5 scoring in year of win...,1,positive,gary woodland,positive
1254,33:27.1,Like Charley Hoffman at 119/1 in the @DBChampionship. Hoffman finished strongly yesterday and has a win and third place at this tournament,1,positive,charley hoffman,positive
1255,34:20.2,"I have to take Grillo again this week, at 50's. The kid just keeps improving!",1,positive,emiliano grillo,positive
1256,14:45.1,Lipsky &amp; Canizares in Switzerland and Reed and Woodland in the US for me this week. #golf #betting #tips,1,positive,gary woodland,positive
1257,14:45.1,Lipsky &amp; Canizares in Switzerland and Reed and Woodland in the US for me this week. #golf #betting #tips,1,positive,patrick reed,positive
1258,22:02.0,Brooks Koepka at 8700 probably the highest owned this week,1,positive,tony finau,positive
1259,22:02.0,Brooks Koepka at 8700 probably the highest owned this week,1,positive,brooks koepka,positive
1260,17:14.0,Two cheap guys I think will do well: Summerhays and Hadwin. I really like Hadwin this week. #dfs #DBChampionship,1,positive,daniel summerhays,positive
1261,17:14.0,Two cheap guys I think will do well: Summerhays and Hadwin. I really like Hadwin this week. #dfs #DBChampionship,1,positive,adam hadwin,positive
1262,17:14.0,Two cheap guys I think will do well: Summerhays and Hadwin. I really like Hadwin this week. #dfs #DBChampionship,1,negative,branden grace,positive
1263,00:01.3,"If I'm Mr Mustachio (Wagner) this week has to be the most stressful of the year.. 69th in FECR, top 70 move on to 2 no cut events",1,positive,johnson wagner,positive
1264,02:54.7,TPC Boston is taxing on the mental game. Consider this when making your selections this week. :),11,positive,jordan spieth,neutral
1265,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,alex cejka,positive
1266,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,adam hadwin,positive
1267,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,jim herman,positive
1268,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,john huh,positive
1269,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,jason kokrak,positive
1270,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,jamie lovemark,positive
1271,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,ben martin,positive
1272,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,phil mickelson,positive
1273,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,charl schwartzel,positive
1274,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,vijay singh,positive
1275,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,daniel summerhays,positive
1276,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,hudson swafford,positive
1277,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,neutral,tyrone van,positive
1278,19:29.8,"Fav sleeper for the Deutsche Bank Championship on DK this week? I’ll go Cejka. You know, if he plays. YOU?????",1,positive,william mcgirt,positive
1279,54:08.6,Adam Scott too big at 24 for #DeutscheBank . Cracking form in long game and been straightening out putting with coach since Sunday,111,positive,adam scott,negative
1280,56:00.0,Jim Furyk: Ryder Cup captains pick narrative + FedExCup/BMW bubble narrative + great course history = I'm buying some,1,positive,jim furyk,positive
1281,14:50.1,"Racing Post - Ian Wilkerson - Deutsche - 1.5ew Scott (22), 1ew Oosthuizen (45), 1ew Horschel (60), 1ew Hoffman (80)",1,positive,billy horschel,positive
1282,14:50.1,"Racing Post - Ian Wilkerson - Deutsche - 1.5ew Scott (22), 1ew Oosthuizen (45), 1ew Horschel (60), 1ew Hoffman (80)",1,positive,adam scott,positive
1283,14:50.1,"Racing Post - Ian Wilkerson - Deutsche - 1.5ew Scott (22), 1ew Oosthuizen (45), 1ew Horschel (60), 1ew Hoffman (80)",1,positive,louis oosthuizen,positive
1284,14:50.1,"Racing Post - Ian Wilkerson - Deutsche - 1.5ew Scott (22), 1ew Oosthuizen (45), 1ew Horschel (60), 1ew Hoffman (80)",1,positive,charley hoffman,positive
1285,44:54.9,"Favorite #DeutscheBankChampionship Bets = DUFNER 120/1, VEGAS 250/1, PALMER 150/1",1,positive,jhonattan vegas,positive
1286,44:54.9,"Favorite #DeutscheBankChampionship Bets = DUFNER 120/1, VEGAS 250/1, PALMER 150/1",1,positive,ryan palmer,positive
1287,44:54.9,"Favorite #DeutscheBankChampionship Bets = DUFNER 120/1, VEGAS 250/1, PALMER 150/1",1,positive,jason dufner,positive
1288,10:22.2,Kevin Na has withdrawn from the Deutsche Bank Championship,111,negative,kevin na,negative
1289,13:38.5,In a breather from #TransferDeadlineDay @henrikstenson is overpriced at 18/1 in @DBChampionship. Stenson has a 1st and 2nd here since 2013,111,negative,henrik stenson,negative
1290,02:22.6,Alex Cejka is a WD from @DBChampionship with a lower back injury. #pgatour,111,positive,alex cejka,negative
1291,13:00.0,Final @DBChampionship bet is Sean O'Hair at 129/1. Comes in off second place on Sunday and O'Hair finished fourth here 12 months ago,1,positive,sean o'hair,positive
1292,20:28.2,Think @Louis57TM is a big price at 69/1 in the #DeutscheBankChampionship. Oosthuizen has finished second and 12th on his two course starts,111,positive,louis oosthuizen,negative
1293,48:00.3,Dark horse to win this week: Gary Woodland,1,positive,gary woodland,positive
1294,08:24.7,@gfienberg17 @ThePME Help needed... Either Brendan Steele or Chez Reavie this week?!?!,11,positive,brendan steele,neutral
1295,08:24.7,@gfienberg17 @ThePME Help needed... Either Brendan Steele or Chez Reavie this week?!?!,11,positive,chez reavie,neutral
1296,13:07.9,Hard not to get it ALL IN on Adam Scott this week. Ball striking last week was insane,1,neutral,adam scott,positive
1297,33:04.9,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",1,positive,adam scott,positive
1298,33:04.9,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",1,positive,tony finau,positive
1299,33:04.9,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",1,positive,gary woodland,positive
1300,33:04.9,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",1,positive,rory mcilroy,positive
1301,33:04.9,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",1,neutral,louis cohen,positive
1302,33:04.9,"@RaiderAdvocate @Piiter77 @Greg_Links Rory, Louis, Woodland, Grillo, Finau, Scott all pop out initially",1,neutral,emiliano grillo,positive
1303,37:59.2,Castro? Hmmm,11,positive,roberto castro,neutral
1304,20:19.0,Some massive numbers out there on my guy Roberto Castro. Led the field in GIR last week &amp; and has runner ups at Quail Hollow &amp; Congressional,1,positive,roberto castro,positive
1305,38:31.1,"Rostering one of my least favorite DFS players this week, based on a gut feeling: Chris Kirk.",1,positive,chris kirk,positive
1306,28:18.7,@gfienberg17 @DFSalbatross @Daj5mg For the BMW this week if you had to pick 1; between: -Castro -Riefers -Summerhays Who would it be?!?!,1,positive,daniel summerhays,positive
1307,28:18.7,@gfienberg17 @DFSalbatross @Daj5mg For the BMW this week if you had to pick 1; between: -Castro -Riefers -Summerhays Who would it be?!?!,1,positive,kyle reifers,positive
1308,28:18.7,@gfienberg17 @DFSalbatross @Daj5mg For the BMW this week if you had to pick 1; between: -Castro -Riefers -Summerhays Who would it be?!?!,1,positive,roberto castro,positive
1309,19:58.0,Expect to see Adam Scott contend at 16/1 in the #BMWChampionship. Rock solid form with back-to-back fourth places and was 6th here in 2012,1,positive,adam scott,positive
1310,51:23.7,Walker is another good play this week and one play I really like is Palmer!,1,neutral,ryan palmer,positive
1311,51:23.7,Walker is another good play this week and one play I really like is Palmer!,1,neutral,jimmy walker,positive
1312,44:24.2,"Tour Championship: Si Woo Kim &amp; Kevin Chappell, both 80/1. Just got to in a 30-man field",1,neutral,si woo,positive
1313,44:24.2,"Tour Championship: Si Woo Kim &amp; Kevin Chappell, both 80/1. Just got to in a 30-man field",1,positive,kevin chappell,positive
1314,33:50.5,"Some people call it Monday, I call it the day I bet Roberto Castro. Home game. 5th Driving Accuracy &amp; 5th P4 Scoring. T9 here in 2013. 66/1",1,positive,roberto castro,positive
1315,45:47.7,Ryan Moore at 50 is just too big. Think could go down to 44. Class player with course form and recent form #TOURChampionship,111,positive,ryan moore,negative
1316,07:05.7,Backed @JordanSpieth at 10/1 to win the #TOURChampionship. Last year's winner has a great record in Georgia having also finished second here,1,positive,jordan spieth,positive
1317,46:23.2,Who's you got to win at East Lake? I'm thinking Spieth repeats.,1,positive,brandt snedeker,positive
1318,46:23.2,Who's you got to win at East Lake? I'm thinking Spieth repeats.,1,positive,roberto castro,positive
1319,46:23.2,Who's you got to win at East Lake? I'm thinking Spieth repeats.,1,positive,matt kuchar,positive
1320,46:23.2,Who's you got to win at East Lake? I'm thinking Spieth repeats.,1,positive,paul casey,positive
1321,46:23.2,Who's you got to win at East Lake? I'm thinking Spieth repeats.,1,positive,jordan spieth,positive
1322,27:30.4,Tough to not play @Paul_Casey this week in DFS. 8 career rounds at East Lake - has been in top-5 after all 8 of them.,1,positive,paul casey,positive
1323,31:39.1,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",1,neutral,jim furyk,positive
1324,31:39.1,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",1,neutral,justin rose,positive
1325,31:39.1,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",1,positive,adam scott,positive
1326,31:39.1,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",1,positive,jordan spieth,positive
1327,31:39.1,"Most birdies/eagles per round in @playofffinale last 5 years: Furyk 4.08 Adam Scott 4.00 Rose 3.95 McIlroy, Spieth 3.92",1,negative,rory mcilroy,positive
1328,10:48.3,Tour Championship DK Poll #3,11,positive,emiliano grillo,neutral
1329,55:45.4,@RG_Gibbathy @darrenunger81 @stlcardinals84 Spieth is my fav play this week.,1,positive,jordan spieth,positive
1330,01:42.6,Another reason to love Castro: he's paired with Na. Castro struggled last weekend when paired with DJ who bombed it 85 yards past him.,1,positive,roberto castro,positive
1331,39:09.6,Bubba Watson at 46's my only bet at East Lake.,1,neutral,bubba watson,positive
1332,52:02.5,PGA Picks @JordanSpieth +870 (BIG) @PReedGolf +1841 @DanielBerger59 +4000 @GrilloEmiliano +4000 Moore +4000 Charl +4500 Kisner +10000,1,positive,patrick reed,positive
